Id,Nom_festival,Type,Region,Ville,Geocode,Annee,Site_internet,Genre_musique,Spectacle_vivant,Cinema_audiovisuel,Art,Livre_litterature
FEST_2B205_4911,Les nuits de la guitare,Musique,Corse,Patrimonio,"42.7066867042, 9.3670488048",1988,https://festival-guitare-patrimonio.com,Variétés internationales,,,,
FEST_33314_4921,Les Vendanges du 7e Art,"Cinéma, audiovisuel",Nouvelle-Aquitaine,Pauillac,"45.1990068041, -0.758200153521",2015,www.vendangesdu7emeart.fr,,,,,
FEST_97120_5097,Pool Art Fair,"Arts visuels, arts numériques",Guadeloupe,Pointe-à-Pitre,"16.2386006963, -61.5357180881",2004 à New York et 2009 en Guadeloupe,http://www.poolartfair.com/,,,,Peinture,
FEST_66149_5210,Les Ciné-rencontres de Prades,"Cinéma, audiovisuel",Occitanie,Prades,"42.6145021996, 2.43074849066",1959,https://www.cine-rencontres.org/,,,"Court métrage, Documentaire, Fiction long métrage",,
FEST_70451_5489,Musique aux 4 horizons,Musique,Bourgogne-Franche-Comté,Ronchamp,"47.7159736796, 6.63465984032",2013,musiqueaux4horizons.com,Musique classique,,,,
FEST_17306_5557,Les Jeudis Musicaux,Musique,Nouvelle-Aquitaine,Royan,"45.6346574238, -1.01791403375",1989,http://www.agglo-royan.fr,Musiques classiques et savantes,,,,
FEST_38416_6018,Barbara,Spectacle vivant,Auvergne-Rhône-Alpes,Saint-Marcellin,"45.1534136901, 5.31720171085",2000,www.diapason-saint-marcellin.fr,Musiques actuelles,,,,
FEST_80716_6152,Estival Saint-Riquier,Musique,Hauts-de-France,Saint-Riquier,"50.1279792191, 1.94290239471",1984,https://www.abbaye-saint-riquier.fr/,Musiques classiques,,,,
FEST_47273_6154,Festival de Saint Robert,Musique,Nouvelle-Aquitaine,Saint-Robert,"44.2501427402, 0.78976956588",1973,http://www.festival-saint-robert.com/,Musiques classiques et savantes,,,,
FEST_12262_6276,Fête & détours de la lumière,Spectacle vivant,Occitanie,Sauveterre-De-Rouergue,"44.2478234048, 2.31504773118",1985,https://www.fete-detoursdelalumiere.fr/,"Chanson ou variété française, Jazz, blues, Musique contemporaine, Musiques du monde, Pop, rock, spectacles de rue",,,,
FEST_49331_6303,L’arbre qui marche,Musique,Pays de la Loire,Segré-en-Anjou Bleu,"47.7016654227, -0.863354104119",2019,https://www.larbrequimarche.asso.fr/,,,,,
FEST_83132_6384,Festival BD de Solliès-Ville,"Livre, littérature",Provence-Alpes-Côte d'Azur,Solliès-Ville,"43.1784166306, 6.01726722545",1989,www.festivalbd.com,,,,,Bd et livres jeunesse
FEST_38544_7055,Lettres sur cour,"Livre, littérature",Auvergne-Rhône-Alpes,Vienne,"45.520578372, 4.88135156154",1992,https://www.jazzavienne.com/fr/programmation-2022/lettres-sur-cour,,,,,
FEST_67544_7218,L'Outre Festival,Musique,Grand Est,Wissembourg,"49.0184562539, 7.96174575912",2009,nef-wissembourg.fr,Musiquse actuelles,,,,
FEST_34003_8,Les Amis de l'orgue,Musique,Occitanie,Agde,"43.309129116, 3.48447903133",2009,https://www.ville-agde.fr/annuaire/culture-patrimoine/musique/les-amis-des-orgues-d-agde,Musique classique,,,,
FEST_73008_75,Festival d'opérette,Musique,Auvergne-Rhône-Alpes,Aix-les-Bains,"45.6978541675, 5.90388626955",1989,https://festivalaixoperette.wordpress.com/,Opérette,,,,
FEST_81004_114,"Festival Albi, place(s) aux artistes",Spectacle vivant,Occitanie,Albi,"43.9258213622, 2.14686328555",2008,https://www.mairie-albi.fr/fr/albi-places-aux-artistes-1,,"concerts,(jazz, soul funk, amérique d'avant guerre) des spectacles pour enfants, des arts de la rue, animations",,,
FEST_92002_291,Solstice,Spectacle vivant,Île-de-France,Antony,"48.7503412602, 2.2993268102",2000,https://www.theatrefirmingemier-lapiscine.fr/programme/le-festival-solstice/,,Arts du cirque,,,
FEST_36006_334,Mercuria,Musique,Centre-Val de Loire,Argenton-sur-Creuse,"46.5787862593, 1.4926283101",2005,http://www.festivalmercuria.fr/,,,,,
FEST_93001_419,AuberJazzDay,Musique,Île-de-France,Aubervilliers,"48.9121722626, 2.38445513768",2010,https://auberjazzday.fr,"Jazz, blues",,,,
FEST_71014_480,ArtAutun#2020,"Arts visuels, arts numériques",Bourgogne-Franche-Comté,Autun,"46.945536773, 4.31060069532",2018,http://artautun.fr/,,,,,
FEST_65062_610,L'Offrande Musicale,Musique,Occitanie,Barbazan-Debat,"43.201851966, 0.129955186604",2021,https://loffrandemusicale.fr,,,,,
FEST_45024_658,La Corne des Pâtures,Musique,Centre-Val de Loire,Baule,"47.8106703162, 1.66824027351",2015,www.lacornedespatures.com,"Chanson ou variété française, Jazz, blues, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, RnB, Spectacle danse, théâtre, marionnettes, cirque, arts de rue, bals, spectacle pour enfants",,,,
FEST_64102_662,Esprit Flamenco,Spectacle vivant,Nouvelle-Aquitaine,Bayonne,"43.4922254016, -1.46607674358",2016,http://www.facebook.com/centroculturalespanol.bayonne/,,Spectacle vivant pluridisciplinaire,,,
FEST_24053_947,Festival Mnop,Musique,Nouvelle-Aquitaine,Boulazac Isle Manoire,"45.1737726952, 0.769368950586",2001,http://mnop.fr,Musiques actuelles,,,,
FEST_62164_1013,Rock In Bourlon,Musique,Hauts-de-France,Bourlon,"50.180525748, 3.12077414192",2010,rockinbourlon.com,"Métal, hard rock, Pop, rock",,,,
FEST_19031_1094,Festival de La Vézère,Musique,Nouvelle-Aquitaine,Brive-la-Gaillarde,"45.1435830664, 1.51936836063",1980,http://www.festival-vezere.com/,Musiques classiques et savantes,,,,
FEST_65127_1248,Les Rencontres musicales de Capvern,Musique,Occitanie,Capvern,"43.1070380886, 0.331958446057",2005,https://www.lasemainedespyrenees.fr/2021/08/28/capvern-une-cloture-des-rencontres-musicales-qui-ne-pourra-que-tenir-ses-promesses/,Musique classique,,,,
FEST_11069_1253,Festival de Carcassonne,Spectacle vivant,Occitanie,Carcassonne,"43.2093798444, 2.34398855385",2005,www.festivaldecarcassonne.fr,,,,,
FEST_39093_1436,Les semeurs du val d'amour,Spectacle vivant,Bourgogne-Franche-Comté,Chamblay,"46.9910483853, 5.70335674232",2000,www.lessemeursduvaldamour.fr,,Théâtre,,,
FEST_37053_1462,La forêt des livres,"Livre, littérature",Centre-Val de Loire,Chanceaux-près-Loches,"47.1409474876, 0.939622446092",1996,lesecrivainschez gonzaguesaintbris.com,,,,,"Non-fiction (documentaire, autobiographie, essai, récit, etc.)"
FEST_53062_1527,Blues In Haut Anjou,Musique,Pays de la Loire,Château-Gontier-sur-Mayenne,"47.8290067122, -0.738721767875",2013,http://bluesinhautanjou.com/,"Jazz, blues",,,,
FEST_27169_1805,"Festival Les Filmeurs, un festival en liberté","Cinéma, audiovisuel",Normandie,Conteville,"49.4174960871, 0.391276015721",2014,https://www.festivallesfilmeurs.fr/,,,"Court métrage, Documentaire, Fiction long métrage, Film d'animation",,
FEST_18079_1890,Crezanswing,Musique,Centre-Val de Loire,Crézancy-en-Sancerre,"47.3043105708, 2.74787668704",2015,https://www.crezancyensancerre.com/lefestivalcrezanswing,,,,,
FEST_59178_2036,Plein Air,Musique,Hauts-de-France,Douai,"50.3823195335, 3.09145683114",2015,http://www.pleinairfestival.fr,,,,,
FEST_23079_2202,Journée du Livre de Felletin,"Livre, littérature",Nouvelle-Aquitaine,Felletin,"45.889520976, 2.18271124708",1995,https://www.facebook.com/Felletin-Le-Plaisir-De-Lire-340963062772271/,,,,,
FEST_87065_2217,Festival international du Pastel,"Arts visuels, arts numériques",Nouvelle-Aquitaine,Feytiat,"45.8054368217, 1.32945260238",2000,https://festivaldupastel.com/,,,,,
FEST_97113_2420,Les Journées de la harpe,Musique,Guadeloupe,Gosier,"16.2252192032, -61.4698776652",1993,http://journeesdelaharpe.free.fr/,Musique classique,,,,
FEST_38185_2457,Cabaret frappé,Musique,Auvergne-Rhône-Alpes,Grenoble,"45.1821215167, 5.72133051752",1998,www.cabaret-frappe.com,Musiques amplifiées ou électroniques,,,,
FEST_64260_2560,Guitaralde,Musique,Nouvelle-Aquitaine,Hendaye,"43.3656373687, -1.76396662",2012,www.guitaralde.fr,Musiques actuelles,,,,
FEST_39021_2721,Les nuits du 4 août,Musique,Bourgogne-Franche-Comté,La Chailleuse,"46.5722801296, 5.52869424012",2011,www.deflagration.fr,"Pop, rock",,,,
FEST_45146_2764,Cocorico Electro,Musique,Centre-Val de Loire,La Ferté-Saint-Aubin,"47.7119750833, 1.92714666074",2017,www.cocorico-electro.fr,"Musiques électroniques, techno",,,,
FEST_87023_3046,Buis Blues Festival,Musique,Nouvelle-Aquitaine,Le Buis,"46.0341686702, 1.20438019379",2006,http://www.lebuisbluesfestival.com/,Musiques actuelles,,,,
FEST_83035_3049,Festival de musique du Castellet,Musique,Provence-Alpes-Côte d'Azur,Le Castellet,"43.227667489, 5.76560108367",2003,WWW.LESSOIREESDUCASTELLET.FR,"Jazz, blues, musique classique, musiques du monde",,,,
FEST_73105_3253,Zygomatic festival,Spectacle vivant,Auvergne-Rhône-Alpes,Les Échelles,"45.4514870099, 5.74305650824",2009,https://www.instinctaf.net/nos-aventures-culturelles/zygomatic-festival/,,,,,
FEST_87085_3379,Festival Opération Opérette,Spectacle vivant,Nouvelle-Aquitaine,Limoges,"45.8542549589, 1.2487579024",2018,http://fr-fr.facebook.com/lafollembuche/,,Spectacle vivant pluridisciplinaire,,,
FEST_16198_3607,Village Sessions,Musique,Nouvelle-Aquitaine,Magnac-Lavalette-Villars,"45.5088381667, 0.2552082811",2000,http://www.villagesession.com/,Musiques actuelles,,,,
FEST_72180_3625,Le Son des Cuivres,Musique,Pays de la Loire,Mamers,"48.3545313197, 0.370783494811",2013,www.festivalsondescuivres.com,,,,,
FEST_12145_3921,Natural Games,Musique,Occitanie,Millau,"44.0976252203, 3.11705384129",2008,https://www.naturalgames.fr/spring/,musique et sport outdoor,,,,
FEST_05082_4012,Vertical'été,Spectacle vivant,Provence-Alpes-Côte d'Azur,Mont-Dauphin,"44.6690562408, 6.62465091015",2006,http://verticalete.free.fr,,Danse,,,
FEST_93047_1698,L'Été des Ateliers,Musique,Île-de-France,Montfermeil,"48.8982616679, 2.56714354796",2019,https://www.ateliersmedicis.fr/,"Musiques du monde, Musiques traditionnelles, Hip-hop, rap, slam, Jazz, blues",,,,
FEST_34172_4094,Festival Rencontres Koa Jazz,Musique,Occitanie,Montpellier,"43.6134409138, 3.86851657896",2017,https://collectifkoa.com,,,,,
FEST_11262_4336,La Tempora,Spectacle vivant,Occitanie,Narbonne,"43.1652399898, 3.02023868739",2011,www.legrandnarbonne.com // https://culture.legrandnarbonne.com/673-la-tempora.html,,,,,
FEST_64417_4346,Festival de Contes,Spectacle vivant,Nouvelle-Aquitaine,Nay,"43.1761249342, -0.263143755533",1997,http://www.villedenay.fr,,Théâtre,,,
FEST_22162_4579,Les NoctamBals,Spectacle vivant,Bretagne,Paimpol,"48.7733386239, -3.05459397042",2018,Www.lebalmonte.com,,Danse,,,
FEST_2B205_4910,Balla boum,Musique,Corse,Patrimonio,"42.7066867042, 9.3670488048",2015,http://ballaboum.com,Musiques électroniques,,,,
FEST_29215_5082,Groove on eARTh,Musique,Bretagne,Plozevet,"47.9832115947, -4.40960157261",2015,Www.grooveonearth.com,"Chanson ou variété française, Musiques du monde, Variétés internationales, RnB, Hip-hop, rap, slam, Pop, rock, Jazz, blues, Sound System Dub",,,,
FEST_74213_5100,Rock' O Marais,Musique,Auvergne-Rhône-Alpes,Poisy,"45.9189291023, 6.06312526002",2005,http://www.rockomarais.net,Musiques actuelles sans distinction,,,,
FEST_14764_5153,Pont d'Ouilly sur Scène,Musique,Normandie,Pont-D'Ouilly,"48.8768624805, -0.409034326859",2004,https://www.pontdouilly-loisirs.com/fr/,,,,,
FEST_42191_5479,Fête du livre de Roisey,"Livre, littérature",Auvergne-Rhône-Alpes,Roisey,"45.391280992, 4.65752995946",2005,https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2374,,,,,
FEST_59527_5647,Terres du Son,Musique,Hauts-de-France,Saint-André-Les-Lille,"50.6597692969, 3.04609387889",2016,https://www.tumetonnesproductions.com,,,,,
FEST_59527_5649,7 Nights to Blues,Musique,Hauts-de-France,Saint-André-lez-Lille,"50.6597692969, 3.04609387889",2006,https://www.villesaintandre.fr/Evenements/7-NIGHTS-TO-BLUES-FESTIVAL-AWEK-BLUES-BAND,"Jazz, Blues",,,,
FEST_46251_5701,Festival de Saint-Céré,Spectacle vivant,Occitanie,Saint-Céré,"44.8531827667, 1.89258045388",1960,www.scenograph.fr,,Opéra,,,
FEST_48146_5768,Bulles de Burle,"Livre, littérature",Occitanie,Sainte-Enimie,"44.3777129567, 3.41934570392",2007,enimie-BD.fr,,,,,
FEST_33402_5773,Vibrations d'été,Musique,Nouvelle-Aquitaine,Sainte-Foy-la-Grande,"44.8408428381, 0.217540501109",2017,http://www.saintefoylagrande.net/,Art lyrique,,,,
FEST_30260_5907,Festival de danse à Saint-Hilaire-d’Ozilhan,Spectacle vivant,Occitanie,Saint-Hilaire-d'Ozilhan,"43.9723003096, 4.59999456727",2021,https://www.helloasso.com/associations/seconde-parallele/collectes/soutenez-la-creation-de-saint-hilaire-danse-du-27-au-31-juillet-2021/,,Danse,,,
FEST_17373_6052,Saint Méd’art Rock,"Arts visuels, arts numériques",Nouvelle-Aquitaine,Saint-Médard-d'Aunis,"46.1592023268, -0.967137851085",2010,http://www.stmedartrock.com,,,,,
FEST_80721_5628,Festival de théâtre de Saint-Valery-sur-Somme,Spectacle vivant,Hauts-de-France,Saint-Valéry-sur-Somme,"50.1761767829, 1.62262280183",2008,http://www.festival-saint-valery.fr/,,Théâtre,,,
FEST_64519_6339,Festi'luy,Spectacle vivant,Nouvelle-Aquitaine,Serres-Castet,"43.3796823116, -0.366642676872",2011,fr-fr.facebook.com/FestiLuy-281784258632010/,,Arts de la rue,,,
FEST_65440_6515,"Festival Equestria, magie du cheval et des arts",Spectacle vivant,Occitanie,Tarbes,"43.2347859635, 0.0660093937851",1995,www.festivalequestria.com,,Arts du cirque,,,
FEST_83137_6602,Festival de musique de toulon et sa région,Musique,Provence-Alpes-Côte d'Azur,Toulon,"43.1361589728, 5.93239634249",1951,www.festivalmusiquetoulon.com,Musique classique,,,,
FEST_30334_6827,Festival du cinéma belge en garrigue,"Cinéma, audiovisuel",Occitanie,Uzès,"44.0136590402, 4.41600031556",2011,festivalcinemabelge.fr,,,"Court métrage, Documentaire, Fiction long métrage, Film d'animation",,
FEST_23257_6903,Mas Musici,Musique,Nouvelle-Aquitaine,Vallière,"45.9068796825, 2.03866677382",2016,http://www.masmusici.com/,Musique classique,,,,
FEST_70561_7127,Rock au château,Musique,Bourgogne-Franche-Comté,Villersexel,"47.559065822, 6.42909523129",2015,rockauchateau.fr,rock et rock progressif,,,,
FEST_94081_7184,T.A.T ! - Théâtre Amour & Transats,Spectacle vivant,Île-de-France,Vitry-sur-Seine,"48.7882828307, 2.39412680533",2021,https://nouveaugareautheatre.com/agenda/festival-ete-21,,Théâtre,,,
FEST_79005_30,Festival de musiques et danses du monde,Spectacle vivant,Nouvelle-Aquitaine,Airvault,"46.8329725103, -0.135880248296",1992,http://airvaudais-valduthouet.csc79.org,,Spectacle vivant pluridisciplinaire,,,
FEST_16015_239,Festival Saxophone en Mouvement,Musique,Nouvelle-Aquitaine,Angoulême,"45.6472585146, 0.14514490683",2000,http://www.saxophone-evenement.com/,Musiques actuelles,,,,
FEST_64038_311,Biarritz Piano Festival,Musique,Nouvelle-Aquitaine,Arcangues,"43.4260778242, -1.51681726621",2010,http://www.biarritzpianofestival.com/,Musiques classiques et savantes,,,,
FEST_17019_389,Festibal,Spectacle vivant,Nouvelle-Aquitaine,Ars-en-Ré,"46.2111995219, -1.51504354145",2015,http://www.facebook.com/rejouir.iledere/,,Spectacle vivant pluridisciplinaire,,,
FEST_84007_511,Cycle de musiques sacrées du festival d'avignon,Musique,Provence-Alpes-Côte d'Azur,Avignon,"43.9352448339, 4.84071572505",1967,www.musique-sacree-en-avignon.org,"Musique classique, musique contemporaine",,,,
FEST_84007_547,Toma - théâtres d’outre-mer en avignon,Spectacle vivant,Provence-Alpes-Côte d'Azur,Avignon,"43.9352448339, 4.84071572505",1998,Www.verbeincarne.fr,,Théâtre,,,
FEST_92007_576,Initiales Cirque,Spectacle vivant,Île-de-France,Bagneux,"48.7983229866, 2.30989995212",2018,https://www.lepluspetitcirquedumonde.fr/,,Arts du cirque,,,
FEST_55029_624,Festi'Cuivres,Musique,Grand Est,Bar-le-Duc,"48.7642280465, 5.16346492169",2004,http://cimbarleduc.over-blog.com,Cuivres,,,,
FEST_41018_863,Jeux d'Orgue,Musique,Centre-Val de Loire,Blois,"47.5817013938, 1.30625551583",2000,http://jeuxdorgue41.free.fr/,Mlusique d'orgue,,,,
FEST_33063_895,Bordeaux Open Air,Musique,Nouvelle-Aquitaine,Bordeaux,"44.8572445351, -0.57369678116",2016,http://www.bordeauxopenair.fr/,Musiques actuelles,,,,
FEST_33063_921,"Mascaret, Festival Occitan de Bordeaux",Spectacle vivant,Nouvelle-Aquitaine,Bordeaux,"44.8572445351, -0.57369678116",1996,http://ostau-occitan.org/,,Spectacle vivant pluridisciplinaire,,,
FEST_79057_1089,Festival Au Village,Spectacle vivant,Nouvelle-Aquitaine,Brioux-sur-Boutonne,"46.1418337503, -0.218953610699",1989,www.festivalauvillage.fr,,Spectacle vivant pluridisciplinaire,,,
FEST_71070_1120,Musicales en Côte chalonnaise,Musique,Bourgogne-Franche-Comté,Buxy,"46.7130408432, 4.71342619185",2002,www.musicales-cote-chalonnaise.fr,Musique classique,,,,
FEST_41050_1617,L'Écho du caquetoire,Spectacle vivant,Centre-Val de Loire,Cheverny,"47.4773814435, 1.45430435221",2008,www.echo-du-caquetoire.org,,Arts de la rue,,,
FEST_29031_1702,Les Musicales de Saint-Maurice,Musique,Bretagne,Clohars-Carnoët,"47.7943407144, -3.56681364982",1999,www.clohars-carnoet.fr,Opéra,,,,
FEST_71137_1712,Festival des musiques d’aujourd’hui à demain,Musique,Bourgogne-Franche-Comté,Cluny,"46.4303628582, 4.67033276327",2008,http://clunycontemporaine.org/,,,,,
FEST_71145_1821,Guitares en Cormatinois,Musique,Bourgogne-Franche-Comté,Cormatin,"46.535532183, 4.69561266719",2002,http://www.guitaresencormatinois.com/index.php,,,,,
FEST_67084_1917,Festiv'Ours,Musique,Grand Est,Dambach-la-Ville,"48.3231725111, 7.4269277176",2012,https://m.facebook.com/FestivOurs.Dambach.la.Ville/,"Chanson ou variété française, Musiques traditionnelles, Variétés internationales, Pop, rock",,,,
FEST_61145_2026,Cité en Musique,Musique,Normandie,Domfront,"48.5824684934, -0.61398156582",2015,http://www.ot-domfront.com/,,,,,
FEST_91201_2054,Paroles de Nuit,Spectacle vivant,Île-de-France,Draveil,"48.6778413772, 2.42197801862",2000,maison-alphonse-daudet.fr,,Conte,,,
FEST_67150_2334,Vents d'Est,"Arts visuels, arts numériques",Grand Est,Furdenheim,"48.6105637831, 7.55789773047",1984,https://festival-ventsdest.fr/accueil/,,,,,
FEST_63178_2627,Musicales du Pays des Couzes,Musique,Auvergne-Rhône-Alpes,Issoire,"45.5455577894, 3.24499324643",2006,www.musicales-du-pays-des-couzes.fr,Musique classique,,,,
FEST_44055_2703,Festival du Cinéma et Musique de Film de La Baule,"Cinéma, audiovisuel",Pays de la Loire,La Baule-Escoublac,"47.2909720179, -2.3538291745",2014,www.festival-labaule.com,,,"Court métrage, Documentaire, Fiction long métrage, Film d'animation, Musique de film",,
FEST_72154_2769,Les Affranchis,Spectacle vivant,Pays de la Loire,La Flèche,"47.6893893794, -0.0646954849714",1993,www.lecarroi.org,,"Cirque, Arts de la rue",,,
FEST_11190_2810,Les Jeudis d'été,Spectacle vivant,Occitanie,La Redorte,"43.2477384944, 2.64987073042",2005,http://www.lesjeudisdelaredorte.com/index.html,,,,,
FEST_22121_2982,Les Musicales de Blanchardeau,Musique,Bretagne,Lanvollon,"48.6334353937, -2.98974658224",2003,www.lesmusicalesdeblanchardeau.org,Musique classique,,,,
FEST_83098_3165,Festival international de piano à la cour,Musique,Provence-Alpes-Côte d'Azur,Le Pradet,"43.099405984, 6.02844015499",2005,https://festivalpiano.com,Musique savante,,,,
FEST_32208_3217,Nuits musicales en Armagnac,Musique,Occitanie,Lectoure,"43.9405030561, 0.650762392132",1968,Www.nma32.com,,,,,
FEST_11206_3396,Festival de théâtre Nava,Spectacle vivant,Occitanie,Limoux,"43.0499293279, 2.23958811407",2000,www.festival-nava.com,,,,,
FEST_92046_3618,Beat and Beer,Musique,Île-de-France,Malakoff,"48.8169695977, 2.29693599517",2016,www.beatandbeer.fr,"Musiques du monde, Musiques traditionnelles, RnB, Musiques électroniques, techno, Pop, rock, Jazz, blues",,,,
